|   Proposed Partitions |   Discovered Partitions |   BCS[-] |   ICP[-] |   SM[+] |   MQ[+] |   IFN[-] |   WC_time[-] |   Loss[-] |
|                    23 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.23 |     2.921 |
|                    24 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.27 |     2.271 |
|                    22 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.27 |     2.271 |
|                    22 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.14 |     2.744 |
|                     4 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.44 |     2.271 |
|                    32 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.45 |     2.921 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.28 |     2.271 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.18 |     2.271 |
|                    23 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.13 |     2.271 |
|                    23 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.29 |     2.744 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.29 |     2.271 |
|                    21 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.26 |     2.271 |
|                    17 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.21 |     2.921 |
|                    19 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.18 |     2.271 |
|                    30 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.15 |     2.271 |
|                    18 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.52 |     2.744 |
|                    31 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.62 |     2.271 |
|                    10 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.59 |     2.921 |
|                     9 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.17 |     2.271 |
|                    15 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.24 |     2.271 |
|                    24 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.25 |     2.744 |
|                    25 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.2  |     2.271 |
|                    14 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.16 |     2.271 |
|                    33 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.2  |     2.921 |
|                    16 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.21 |     2.271 |
|                    10 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.21 |     2.744 |
|                    14 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.27 |     2.921 |
|                    24 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.14 |     2.921 |
|                    28 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.14 |     2.921 |
|                    23 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.2  |     2.921 |
|                    26 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.28 |     2.744 |
|                    17 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.18 |     2.921 |
|                     6 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.09 |     2.271 |
|                     9 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.19 |     2.271 |
|                    31 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.22 |     2.921 |
|                    16 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.21 |     2.744 |
|                     9 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.12 |     2.271 |
|                     6 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.21 |     2.921 |
|                    22 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.2  |     2.271 |
|                    24 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.1  |     2.744 |
|                    17 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.15 |     2.744 |
|                    27 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.23 |     2.921 |
|                    15 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.19 |     2.921 |
|                     4 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.47 |     2.921 |
|                    30 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.04 |     2.271 |
|                    22 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.37 |     2.271 |
|                    34 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.91 |     2.271 |
|                    34 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.86 |     2.271 |
|                    25 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         5.36 |     2.271 |
|                    12 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.64 |     2.271 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.87 |     2.271 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.51 |     2.271 |
|                    13 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.94 |     2.271 |
|                     3 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.93 |     2.271 |
|                     3 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.72 |     2.271 |
|                    13 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.7  |     2.271 |
|                    13 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         4.47 |     2.271 |
|                    22 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         5.86 |     2.744 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.91 |     2.271 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3    |     2.271 |
|                    20 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.99 |     2.744 |
|                    34 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.11 |     2.271 |
|                    34 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.56 |     2.271 |
|                    21 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.92 |     2.271 |
|                    30 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.72 |     2.744 |
|                    30 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.71 |     2.271 |
|                    18 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         3.47 |     2.921 |
|                    25 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.98 |     2.271 |
|                    34 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.59 |     2.744 |
|                    12 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.01 |     2.271 |
|                    32 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         3.84 |     2.921 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.98 |     2.271 |
|                     8 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.55 |     2.744 |
|                    25 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.46 |     2.921 |
|                    12 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.47 |     2.271 |
|                    19 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.32 |     2.271 |
|                     5 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.31 |     2.921 |
|                    10 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.37 |     2.744 |
|                     3 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.29 |     2.271 |
|                     7 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.29 |     2.271 |
|                    29 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.22 |     2.921 |
|                    13 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.24 |     2.271 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.14 |     2.271 |
|                    33 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.2  |     2.744 |
|                    14 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.32 |     2.271 |
|                    26 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.19 |     2.271 |
|                    16 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.25 |     2.921 |
|                    23 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.29 |     2.271 |
|                    13 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.19 |     2.744 |
|                    27 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.23 |     2.271 |
|                    27 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.37 |     2.271 |
|                    31 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.29 |     2.271 |
|                     3 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.43 |     2.271 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.29 |     2.271 |
|                     4 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.51 |     2.271 |
|                    13 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.18 |     2.271 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.34 |     2.271 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.22 |     2.271 |
|                    15 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.21 |     2.271 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.23 |     2.271 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.25 |     2.271 |
|                    34 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.22 |     2.921 |
|                    21 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.33 |     2.271 |
|                    21 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.26 |     2.744 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.17 |     2.271 |
|                     9 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.16 |     2.271 |
|                    30 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.22 |     2.271 |
|                    34 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.13 |     2.921 |
|                     3 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.34 |     2.271 |
|                     3 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.41 |     2.744 |
|                     6 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.48 |     2.271 |
|                    25 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.37 |     2.271 |
|                    25 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.16 |     2.921 |
|                    17 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.23 |     2.271 |
|                    23 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.22 |     2.271 |
|                    26 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.26 |     2.744 |
|                    18 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.49 |     2.271 |
|                    24 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.19 |     2.271 |
|                    19 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.13 |     2.271 |
|                    31 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.19 |     2.921 |
|                    20 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.28 |     2.744 |
|                    32 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.56 |     2.271 |
|                    32 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.25 |     2.271 |
|                    32 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.16 |     2.271 |
|                    12 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.19 |     2.271 |
|                    15 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.23 |     2.744 |
|                    16 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.17 |     2.921 |
|                    26 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.08 |     2.271 |
|                    32 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.06 |     2.921 |
|                     3 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.24 |     2.271 |
|                     3 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.2  |     2.921 |
|                    12 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.16 |     2.921 |
|                     4 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.12 |     2.921 |
|                    12 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.3  |     2.921 |
|                     7 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.16 |     2.744 |
|                     5 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.07 |     2.921 |
|                     4 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.08 |     2.271 |
|                    33 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.13 |     2.744 |
|                    31 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.21 |     2.271 |
|                    18 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.36 |     2.921 |
|                    31 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.19 |     2.921 |
|                     6 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.2  |     2.271 |
|                    25 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.04 |     2.921 |
|                    31 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.11 |     2.744 |
|                    26 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.24 |     2.744 |
|                     6 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.12 |     2.271 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.1  |     2.271 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.16 |     2.271 |
|                    19 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.11 |     2.271 |
|                    10 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.15 |     2.271 |
|                    10 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.17 |     2.271 |
|                    29 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.06 |     2.271 |
|                    14 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.08 |     2.271 |
|                    34 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.15 |     2.271 |
|                    29 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.21 |     2.271 |
|                    34 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.06 |     2.271 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.1  |     2.271 |
|                    11 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.21 |     2.744 |
|                     6 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.16 |     2.271 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.26 |     2.271 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.18 |     2.271 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.08 |     2.271 |
|                    28 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.23 |     2.744 |
|                     9 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.1  |     2.271 |
|                     9 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.28 |     2.271 |
|                     9 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.08 |     2.744 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.04 |     2.271 |
|                    19 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.27 |     2.921 |
|                    10 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.11 |     2.271 |
|                    17 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.08 |     2.271 |
|                    22 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.05 |     2.921 |
|                    29 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.09 |     2.744 |
|                    19 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.21 |     2.271 |
|                    24 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.43 |     2.921 |
|                    23 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.98 |     2.271 |
|                    21 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         3.65 |     2.744 |
|                    30 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         5.26 |     2.921 |
|                    13 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         4.88 |     2.271 |
|                    27 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.22 |     2.271 |
|                    15 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         3.12 |     2.744 |
|                    16 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         4.93 |     2.271 |
|                    32 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         3.39 |     2.921 |
|                    34 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.68 |     2.271 |
|                     8 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.54 |     2.271 |
|                    29 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         5.61 |     2.271 |
|                    29 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         3.14 |     2.744 |
|                     7 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.93 |     2.921 |
|                     6 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.89 |     2.271 |
|                    14 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.01 |     2.271 |
|                    14 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.33 |     2.271 |
|                     3 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.64 |     2.271 |
|                     3 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.42 |     2.271 |
|                     5 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.5  |     2.271 |
|                    34 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.91 |     2.271 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.17 |     2.271 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         3.39 |     2.271 |
|                    33 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.48 |     2.271 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.46 |     2.271 |
|                     4 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.36 |     2.271 |
|                    18 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.26 |     2.271 |
|                    18 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.4  |     2.744 |
|                    10 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.38 |     2.271 |
|                     9 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.27 |     2.921 |
|                    12 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.3  |     2.271 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.54 |     2.271 |
|                    28 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.33 |     2.744 |
|                    29 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.61 |     2.271 |
|                    25 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.5  |     2.921 |
|                    26 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.58 |     2.271 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.27 |     2.271 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.28 |     2.271 |
|                    20 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.17 |     2.744 |
|                    10 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.3  |     2.271 |
|                     6 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.11 |     2.271 |
|                    14 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.17 |     2.921 |
|                    17 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.29 |     2.271 |
|                    17 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.2  |     2.271 |
|                    17 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.27 |     2.744 |
|                    31 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.21 |     2.921 |
|                    22 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.2  |     2.271 |
|                    23 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.33 |     2.271 |
|                    24 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.26 |     2.271 |
|                    21 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.19 |     2.744 |
|                    12 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.33 |     2.271 |
|                     5 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.16 |     2.271 |
|                     5 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.15 |     2.271 |
|                     6 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.11 |     2.271 |
|                     3 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.17 |     2.271 |
|                     6 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.28 |     2.921 |
|                    34 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.33 |     2.744 |
|                    33 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.15 |     2.271 |
|                     6 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.24 |     2.271 |
|                    15 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.17 |     2.271 |
|                    22 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.14 |     2.744 |
|                    21 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.2  |     2.744 |
|                    24 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.15 |     2.271 |
|                     8 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.18 |     2.921 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.12 |     2.271 |
|                     5 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.4  |     2.921 |
|                     3 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.19 |     2.921 |
|                     3 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.15 |     2.921 |
|                    32 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.13 |     2.744 |
|                     4 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.26 |     2.921 |
|                    22 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.18 |     2.744 |
|                    27 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.23 |     2.744 |
|                    29 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.23 |     2.271 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.23 |     2.271 |
|                    28 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.31 |     2.271 |
|                    13 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.12 |     2.271 |
|                     7 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.06 |     2.271 |
|                     9 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.06 |     2.271 |
|                    13 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.14 |     2.271 |
|                     7 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.39 |     2.271 |
|                     9 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.14 |     2.271 |
|                    19 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.06 |     2.271 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.11 |     2.271 |
|                    16 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.1  |     2.271 |
|                    19 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.3  |     2.271 |
|                    20 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.15 |     2.271 |
|                     5 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.18 |     2.271 |
|                    26 |                      17 |    1.785 |    0.426 |   0.089 |   2.966 |    3.765 |         2.16 |     2.921 |
|                    23 |                      17 |    1.801 |    0.424 |   0.082 |   3.105 |    3.706 |         2.15 |     2.744 |
|                    29 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.24 |     2.271 |
|                    11 |                      18 |    2     |    0.595 |   0.093 |   4.731 |    4.5   |         2.2  |     2.271 |
