|   Proposed Partitions |   Discovered Partitions |   BCS[-] |   ICP[-] |   SM[+] |   MQ[+] |   IFN[-] |   WC_time[-] |   Loss[-] |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.11 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.1  |     4.377 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.06 |     4.438 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.06 |     6.547 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.13 |     6.547 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.24 |     6.547 |
|                     7 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.07 |     7.087 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.13 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.11 |     4.377 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.04 |     6.547 |
|                    11 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.11 |     7.087 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.11 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.14 |     4.377 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.14 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.06 |     4.377 |
|                     6 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.04 |     7.087 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.09 |     6.547 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.15 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.14 |     4.377 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.07 |     6.547 |
|                     3 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.13 |     7.087 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.05 |     6.547 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.03 |     6.547 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.16 |     4.438 |
|                    10 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.21 |     7.087 |
|                     4 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.12 |     7.087 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.08 |     6.547 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.12 |     6.547 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.13 |     6.547 |
|                     6 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.11 |     7.087 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.1  |     6.547 |
|                     3 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.2  |     7.087 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.09 |     6.547 |
|                     9 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.24 |     7.087 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.07 |     4.377 |
|                     7 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.06 |     7.087 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.21 |     6.547 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.06 |     6.547 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.05 |     6.547 |
|                     6 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.21 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2    |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.19 |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.04 |     4.438 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.16 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.17 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.31 |     4.377 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.06 |     6.547 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.02 |     6.547 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.12 |     6.547 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.11 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.02 |     4.377 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.02 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.23 |     4.377 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.24 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.09 |     4.377 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.06 |     6.547 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.07 |     6.547 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.17 |     6.547 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.79 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.03 |     4.377 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.11 |     6.547 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.09 |     6.547 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.26 |     6.547 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.08 |     6.547 |
|                     4 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.18 |     7.087 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.09 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.09 |     4.377 |
|                     8 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.13 |     7.087 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.04 |     6.547 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.08 |     6.547 |
|                     3 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.09 |     7.087 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.12 |     4.377 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         3.09 |     6.547 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.62 |     4.438 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.84 |     6.547 |
|                     9 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         4.1  |     7.087 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         4.03 |     4.377 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         4.77 |     6.547 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.89 |     6.547 |
|                     5 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         3.23 |     7.087 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         3.09 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         4.02 |     4.377 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         4.08 |     6.547 |
|                     4 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         3.52 |     7.087 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         4.31 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         5.32 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         5.14 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.33 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.57 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.49 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.47 |     4.377 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.49 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.43 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.58 |     4.377 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.44 |     6.547 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         3.5  |     6.547 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.84 |     6.547 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.51 |     6.547 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.38 |     6.547 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.44 |     6.547 |
|                     3 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.31 |     7.087 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.37 |     4.377 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.27 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.34 |     4.377 |
|                    11 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.2  |     7.087 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.32 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.4  |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.4  |     4.377 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.36 |     6.547 |
|                    10 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.25 |     7.087 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.36 |     6.547 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.21 |     6.547 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.2  |     6.547 |
|                     8 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.28 |     7.087 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.18 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.17 |     4.377 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.28 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.2  |     4.377 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.15 |     6.547 |
|                    10 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.13 |     7.087 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.11 |     6.547 |
|                     5 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.14 |     7.087 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.19 |     6.547 |
|                     7 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.05 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.1  |     4.438 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.01 |     6.547 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.23 |     6.547 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.09 |     6.547 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.35 |     6.547 |
|                     5 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.03 |     7.087 |
|                     5 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.14 |     7.087 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.11 |     6.547 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.06 |     6.547 |
|                     5 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.06 |     7.087 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.16 |     6.547 |
|                     4 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.17 |     7.087 |
|                     8 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.26 |     7.087 |
|                     3 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.06 |     7.087 |
|                    10 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.12 |     7.087 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.29 |     6.547 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.16 |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.12 |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.15 |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.22 |     4.438 |
|                     6 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.2  |     7.087 |
|                    11 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.08 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.13 |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.05 |     4.438 |
|                    11 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.15 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.33 |     4.438 |
|                     9 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.13 |     7.087 |
|                     6 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.13 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.22 |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.08 |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.27 |     4.438 |
|                     9 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.1  |     7.087 |
|                     4 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.35 |     7.087 |
|                     6 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.06 |     7.087 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         1.99 |     6.547 |
|                    11 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.25 |     7.087 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.17 |     6.547 |
|                     7 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.17 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.14 |     4.438 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.12 |     6.547 |
|                     8 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.19 |     7.087 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.14 |     6.547 |
|                     7 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.14 |     7.087 |
|                     3 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.46 |     7.087 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.27 |     4.377 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.07 |     6.547 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.06 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.18 |     4.377 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.16 |     6.547 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.13 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.26 |     4.377 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.03 |     6.547 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.19 |     6.547 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.09 |     6.547 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.01 |     6.547 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.48 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.08 |     4.377 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.01 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.11 |     4.377 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.26 |     6.547 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.48 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.12 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.05 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.2  |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.13 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.1  |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.14 |     4.377 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.06 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.12 |     4.377 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.26 |     6.547 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.08 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.1  |     4.377 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.17 |     6.547 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.11 |     6.547 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.06 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.1  |     4.377 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.08 |     6.547 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.38 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.16 |     4.377 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.12 |     6.547 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.22 |     6.547 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.12 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         1.98 |     4.377 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.15 |     4.377 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.15 |     6.547 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.1  |     6.547 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.11 |     6.547 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2    |     6.547 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.17 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.17 |     4.377 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.16 |     6.547 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.08 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.09 |     4.377 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.22 |     6.547 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.54 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.45 |     4.377 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.09 |     6.547 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.15 |     6.547 |
|                     6 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.12 |     7.087 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.2  |     6.547 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.2  |     6.547 |
|                     5 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.19 |     7.087 |
|                    11 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.13 |     7.087 |
|                    11 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.19 |     7.087 |
|                     4 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.12 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.83 |     4.438 |
|                     4 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.57 |     7.087 |
|                    10 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.04 |     7.087 |
|                    11 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.1  |     6.547 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.2  |     6.547 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.09 |     6.547 |
|                    11 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.09 |     7.087 |
|                     7 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.25 |     7.087 |
|                    11 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.41 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.22 |     4.438 |
|                     5 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.44 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.24 |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.09 |     4.438 |
|                     8 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.22 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.1  |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.2  |     4.438 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.1  |     4.438 |
|                     6 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.21 |     7.087 |
|                     2 |                       4 |    1.902 |    0.32  |   0.21  |   2.324 |     4.75 |         2.21 |     4.438 |
|                    10 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.23 |     7.087 |
|                     9 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.1  |     7.087 |
|                     7 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.18 |     6.547 |
|                     8 |                       3 |    2.536 |    0.303 |   0.076 |   1.676 |     6    |         2.29 |     7.087 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.24 |     4.377 |
|                     6 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.19 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.07 |     4.377 |
|                     3 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.1  |     6.547 |
|                     9 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.11 |     6.547 |
|                     4 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.12 |     6.547 |
|                     5 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.13 |     6.547 |
|                     2 |                       5 |    2.035 |    0.417 |   0.25  |   2.825 |     5    |         2.23 |     4.377 |
|                    10 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.17 |     6.547 |
|                     8 |                       5 |    2.694 |    0.569 |   0.194 |   2.722 |     6.2  |         2.16 |     6.547 |
